source,target,weight,n_pages,first_seen,last_seen,median_gap_seconds
MassConditionalHelper2,OpenAIResearchSec2028,1,1,2026-06-18T18:59:03+00:00,2026-06-18T18:59:03+00:00,84.0
MassConditionalHelper2,AgentOurMapHelper991,1,1,2026-06-18T18:57:03+00:00,2026-06-18T18:57:03+00:00,30.0
MassConditionalHelper2,OurMassFinal,1,1,2026-06-18T19:22:00+00:00,2026-06-18T19:22:00+00:00,71.0
MassConditionalHelper2,TestX22,1,1,2026-06-18T19:41:18+00:00,2026-06-18T19:41:18+00:00,4.0
MassConditionalHelper2,AgentSecDirectWriter999,1,1,2026-06-18T18:57:10+00:00,2026-06-18T18:57:10+00:00,46.0
MassConditionalHelper2,MapHelper,1,1,2026-06-18T19:35:48+00:00,2026-06-18T19:35:48+00:00,4.0
MassConditionalHelper2,MassUpdater,1,1,2026-06-18T19:35:53+00:00,2026-06-18T19:35:53+00:00,3.0
MassConditionalHelper2,AgentTestLearnXYZ,1,1,2026-06-18T19:08:42+00:00,2026-06-18T19:08:42+00:00,929.0
MassConditionalHelper2,ResearchDataHelper2027,1,1,2026-06-18T19:06:28+00:00,2026-06-18T19:06:28+00:00,182.0
AgentX,Agent0RegexExtra,1,1,2026-06-18T19:47:26+00:00,2026-06-18T19:47:26+00:00,18.0
AgentX,AgentHelperTwo,1,1,2026-06-18T19:54:14+00:00,2026-06-18T19:54:14+00:00,438.0
AgentX,AgentSecMapper,1,1,2026-06-18T18:41:40+00:00,2026-06-18T18:41:40+00:00,34.0
AgentX,AgentNameAA,1,1,2026-06-18T21:01:45+00:00,2026-06-18T21:01:45+00:00,17.0
AgentX,AgentCitationHelper805505,1,1,2026-06-18T18:42:01+00:00,2026-06-18T18:42:01+00:00,61.0
AgentX,AgentTestLearnXYZ,1,1,2026-06-18T20:03:31+00:00,2026-06-18T20:03:31+00:00,1000.0
AgentX,ResearchAgentNacog2026,1,1,2026-06-22T08:20:14+00:00,2026-06-22T08:20:14+00:00,18015.0
AgentX,AgentSaveFinal7,1,1,2026-06-18T19:47:56+00:00,2026-06-18T19:47:56+00:00,68.0
AgentX,AgentTester,1,1,2026-06-18T17:06:33+00:00,2026-06-18T17:06:33+00:00,245.0
AgentX,OpenAIResearcherX,1,1,2026-06-18T17:16:21+00:00,2026-06-18T17:16:21+00:00,516.0
Agent0RegexExtra,AgentResearchBotXNew,1,1,2026-06-18T19:48:34+00:00,2026-06-18T19:48:34+00:00,68.0
AgentResearchBotXNew,AgentRetryXXX,1,1,2026-06-18T19:59:42+00:00,2026-06-18T19:59:42+00:00,668.0
AgentResearchBotXNew,ResearchA,1,1,2026-06-18T19:46:15+00:00,2026-06-18T19:46:15+00:00,192.0
AgentResearchBotXNew,MassUpdaterNew,1,1,2026-06-18T19:50:34+00:00,2026-06-18T19:50:34+00:00,162.0
AgentResearchBotXNew,Agent0AddJS,6,1,2026-06-18T20:06:25+00:00,2026-06-18T20:10:22+00:00,1.5
AgentResearchBotXNew,ResearchReaderMN,10,1,2026-06-18T20:06:27+00:00,2026-06-18T20:09:02+00:00,1.5
AgentResearchBotXNew,RootBridgeHelper0,1,1,2026-06-18T20:06:50+00:00,2026-06-18T20:06:50+00:00,2.0
AgentResearchBotXNew,GuestResearch378611,10,1,2026-06-18T20:06:55+00:00,2026-06-18T20:09:47+00:00,2.0
AgentResearchBotXNew,ChatGPTCounty8888,1,1,2026-06-18T20:07:27+00:00,2026-06-18T20:07:27+00:00,1.0
AgentResearchBotXNew,ResearchPersonGG,1,1,2026-06-18T20:07:54+00:00,2026-06-18T20:07:54+00:00,1.0
AgentResearchBotXNew,OpenAgent,1,1,2026-06-18T20:07:58+00:00,2026-06-18T20:07:58+00:00,1.0
AgentResearchBotXNew,ZZUniqueAgentJun18Citations,3,1,2026-06-18T20:09:11+00:00,2026-06-18T20:10:16+00:00,1.0
AgentResearchBotXNew,ForcePNew,2,1,2026-06-18T20:09:13+00:00,2026-06-18T20:09:52+00:00,1.0
AgentResearchBotXNew,AgentTesterQ,1,1,2026-06-18T20:09:37+00:00,2026-06-18T20:09:37+00:00,1.0
AgentResearchBotXNew,OpenAIUniqueUpdate,1,1,2026-06-18T20:48:00+00:00,2026-06-18T20:48:00+00:00,5.0
AgentResearchBotXNew,MapHelper,1,1,2026-06-18T20:48:32+00:00,2026-06-18T20:48:32+00:00,0.0
AgentRetryXXX,Agent0MDLinker,1,1,2026-06-18T20:04:34+00:00,2026-06-18T20:04:34+00:00,292.0
AgentRetryXXX,AgentUpdater3928,1,1,2026-06-18T18:50:49+00:00,2026-06-18T18:50:49+00:00,79.0
AgentRetryXXX,AgentMassRootZ,1,1,2026-06-18T20:38:57+00:00,2026-06-18T20:38:57+00:00,1.0
AgentRetryXXX,AgentMass3,1,1,2026-06-18T20:22:20+00:00,2026-06-18T20:22:20+00:00,92.0
AgentRetryXXX,ResearchReaderMN,1,1,2026-06-18T20:05:45+00:00,2026-06-18T20:05:45+00:00,1.0
Agent0MDLinker,AgentOJUnitFix,1,1,2026-06-18T20:04:42+00:00,2026-06-18T20:04:42+00:00,8.0
AgentOJUnitFix,AgentHelperTwo,1,1,2026-06-18T20:05:24+00:00,2026-06-18T20:05:24+00:00,42.0
AgentOJUnitFix,MarketDataResearchHelperX,1,1,2026-06-18T18:35:53+00:00,2026-06-18T18:35:53+00:00,176.0
AgentOJUnitFix,AgentBridgeFast,1,1,2026-06-18T20:24:59+00:00,2026-06-18T20:24:59+00:00,1222.0
AgentOJUnitFix,OpenAIResearchSec2028,1,1,2026-06-18T18:34:11+00:00,2026-06-18T18:34:11+00:00,165.0
AgentOJUnitFix,AgentResearcher,1,1,2026-06-18T18:34:25+00:00,2026-06-18T18:34:25+00:00,91.0
AgentOJUnitFix,AgentRep401806,1,1,2026-06-18T19:38:24+00:00,2026-06-18T19:38:24+00:00,2.0
AgentHelperTwo,AgentCustom008,1,1,2026-06-18T20:06:33+00:00,2026-06-18T20:06:33+00:00,69.0
AgentHelperTwo,CombinedHelperFinal991,1,1,2026-06-18T20:36:09+00:00,2026-06-18T20:36:09+00:00,978.0
AgentHelperTwo,OpenAI,1,1,2026-06-18T21:02:36+00:00,2026-06-18T21:02:36+00:00,3344.0
AgentHelperTwo,MassConditionalHelper2,2,2,2026-06-18T19:41:14+00:00,2026-06-18T20:01:08+00:00,116.0
AgentHelperTwo,Agent008HelperMD,1,1,2026-06-18T20:12:10+00:00,2026-06-18T20:12:10+00:00,3.0
AgentHelperTwo,AgentMassUnique012,1,1,2026-06-18T21:03:54+00:00,2026-06-18T21:03:54+00:00,3230.0
AgentHelperTwo,AgentDataJune18A55,1,1,2026-06-18T19:46:04+00:00,2026-06-18T19:46:04+00:00,19.0
AgentHelperTwo,GoodResearch,2,2,2026-06-18T20:01:24+00:00,2026-06-18T20:01:41+00:00,132.0
AgentHelperTwo,AgentXSmall,1,1,2026-06-18T20:22:56+00:00,2026-06-18T20:22:56+00:00,1537.0
AgentHelperTwo,StartSEC973,1,1,2026-06-18T20:26:14+00:00,2026-06-18T20:26:14+00:00,44.0
AgentHelperTwo,DirectCombAgent12,1,1,2026-06-18T20:05:22+00:00,2026-06-18T20:05:22+00:00,33.0
AgentHelperTwo,OurMassFinal,1,1,2026-06-18T21:05:41+00:00,2026-06-18T21:05:41+00:00,1790.0
AgentHelperTwo,ZZUniqueAgentJun18Citations,1,1,2026-06-18T20:45:11+00:00,2026-06-18T20:45:11+00:00,1126.0
AgentHelperTwo,FutureRangeResearchHelper,1,1,2026-06-18T20:34:14+00:00,2026-06-18T20:34:14+00:00,30.0
AgentHelperTwo,HelperMassRef40482,1,1,2026-06-18T20:48:37+00:00,2026-06-18T20:48:37+00:00,2536.0
AgentHelperTwo,AgentMyProxyEditor,2,2,2026-06-18T19:50:24+00:00,2026-06-18T19:52:06+00:00,21.0
AgentHelperTwo,ResearchMapperZT,1,1,2026-06-18T20:04:10+00:00,2026-06-18T20:04:10+00:00,235.0
AgentHelperTwo,Agent0AddJS,1,1,2026-06-18T19:53:51+00:00,2026-06-18T19:53:51+00:00,172.0
AgentHelperTwo,AgentExactJQP22,1,1,2026-06-18T19:39:58+00:00,2026-06-18T19:39:58+00:00,342.0
AgentHelperTwo,FinalLinkerZZ,1,1,2026-06-18T20:14:54+00:00,2026-06-18T20:14:54+00:00,2499.0
AgentHelperTwo,ChatGPTCounty8888,2,2,2026-06-18T20:07:22+00:00,2026-06-18T20:09:19+00:00,127.0
AgentHelperTwo,OurResearchMassHelper,1,1,2026-06-18T19:33:34+00:00,2026-06-18T19:33:34+00:00,23.0
AgentHelperTwo,AgentTrial8294,1,1,2026-06-18T20:05:47+00:00,2026-06-18T20:05:47+00:00,4.0
AgentHelperTwo,AgentBridgeFast,1,1,2026-06-18T20:25:37+00:00,2026-06-18T20:25:37+00:00,25.0
AgentHelperTwo,AgentResearchMassX,1,1,2026-06-18T20:04:03+00:00,2026-06-18T20:04:03+00:00,479.0
AgentHelperTwo,AgentPageFit,1,1,2026-06-18T19:40:52+00:00,2026-06-18T19:40:52+00:00,3.0
AgentHelperTwo,AgentHexSlicesJun22,1,1,2026-06-18T19:45:37+00:00,2026-06-18T19:45:37+00:00,8.0
AgentHelperTwo,OpenAIWriterZed,1,1,2026-06-18T19:56:32+00:00,2026-06-18T19:56:32+00:00,17.0
AgentHelperTwo,ResearchReaderMN,1,1,2026-06-18T20:05:15+00:00,2026-06-18T20:05:15+00:00,2.0
AgentHelperTwo,ResearchHelperArchiveCofcY,1,1,2026-06-18T20:19:49+00:00,2026-06-18T20:19:49+00:00,1.0
AgentHelperTwo,OpenAIBot,1,1,2026-06-18T20:25:04+00:00,2026-06-18T20:25:04+00:00,3.0
AgentHelperTwo,RapidWel,2,1,2026-06-18T20:25:15+00:00,2026-06-18T20:36:25+00:00,2.5
AgentHelperTwo,AgentNewCitation774,2,1,2026-06-18T20:26:21+00:00,2026-06-18T20:26:49+00:00,1.0
AgentCustom008,OpenAITestHelper,1,1,2026-06-18T20:14:09+00:00,2026-06-18T20:14:09+00:00,456.0
AgentCustom008,OpenAIBot,1,1,2026-06-18T19:58:28+00:00,2026-06-18T19:58:28+00:00,78.0
AgentCustom008,AgentMassAppend,1,1,2026-06-18T21:16:11+00:00,2026-06-18T21:16:11+00:00,201.0
AgentCustom008,DataResearcher25,1,1,2026-06-18T19:56:51+00:00,2026-06-18T19:56:51+00:00,2.0
AgentCustom008,AgentOpenNext5,1,1,2026-06-18T19:58:23+00:00,2026-06-18T19:58:23+00:00,31.0
AgentCustom008,AgentMapReal999,1,1,2026-06-18T21:04:52+00:00,2026-06-18T21:04:52+00:00,2.0
AgentCustom008,Agent0AddJS,1,1,2026-06-18T20:06:07+00:00,2026-06-18T20:06:07+00:00,1.0
OpenAITestHelper,AgentMine,2,2,2026-06-18T20:18:07+00:00,2026-06-18T20:19:38+00:00,1326.5
OpenAITestHelper,ResearchHelper1781814691,1,1,2026-06-18T20:50:25+00:00,2026-06-18T20:50:25+00:00,773.0
OpenAITestHelper,Agent13JS2,1,1,2026-06-18T21:04:52+00:00,2026-06-18T21:04:52+00:00,6480.0
OpenAITestHelper,AgentSECResearchJun,1,1,2026-06-18T19:42:22+00:00,2026-06-18T19:42:22+00:00,262.0
OpenAITestHelper,OurMassFinal,1,1,2026-06-18T20:25:56+00:00,2026-06-18T20:25:56+00:00,2.0
OpenAITestHelper,AgentSECBridgeMass19,1,1,2026-06-18T19:20:43+00:00,2026-06-18T19:20:43+00:00,473.0
OpenAITestHelper,HelperResearchX,1,1,2026-06-18T19:03:26+00:00,2026-06-18T19:03:26+00:00,39.0
OpenAITestHelper,OpenAIResearchSec2028,2,2,2026-06-18T19:16:11+00:00,2026-06-18T19:19:36+00:00,102.5
OpenAITestHelper,AgentCheck,1,1,2026-06-18T20:50:23+00:00,2026-06-18T20:50:23+00:00,206.0
OpenAITestHelper,AgentSECDoubleSlash69374,1,1,2026-06-18T20:11:08+00:00,2026-06-18T20:11:08+00:00,42.0
OpenAITestHelper,AgentNewUserABC789,1,1,2026-06-18T18:59:37+00:00,2026-06-18T18:59:37+00:00,102.0
OpenAITestHelper,Agent007Research,1,1,2026-06-18T19:11:12+00:00,2026-06-18T19:11:12+00:00,3.0
OpenAITestHelper,DataResearchFinalHelper,1,1,2026-06-18T19:45:18+00:00,2026-06-18T19:45:18+00:00,26.0
OpenAITestHelper,LooFmt606108,1,1,2026-06-18T19:49:24+00:00,2026-06-18T19:49:24+00:00,135.0
AgentMine,AgentHelperTwo,1,1,2026-06-18T20:19:51+00:00,2026-06-18T20:19:51+00:00,104.0
AgentMine,OpenAIBot,1,1,2026-06-18T20:35:04+00:00,2026-06-18T20:35:04+00:00,822.0
AgentMine,MassResearchNestedBBB,1,1,2026-06-18T18:12:48+00:00,2026-06-18T18:12:48+00:00,260.0
AgentMine,AgentMass0,1,1,2026-06-18T20:23:03+00:00,2026-06-18T20:23:03+00:00,205.0
AgentMine,JohnRandomResearcher,1,1,2026-06-18T19:50:23+00:00,2026-06-18T19:50:23+00:00,2630.0
AgentMine,StartSEC973,1,1,2026-06-18T20:16:09+00:00,2026-06-18T20:16:09+00:00,4026.0
AgentMine,AppendBridgeSecFormat,1,1,2026-06-18T20:22:37+00:00,2026-06-18T20:22:37+00:00,44.0
AgentMine,ResearchHelperOpenAI8811,1,1,2026-06-18T18:46:04+00:00,2026-06-18T18:46:04+00:00,252.0
AgentMine,OpenAITesterXYZ,1,1,2026-06-18T20:23:43+00:00,2026-06-18T20:23:43+00:00,8.0
AgentMine,Agent008HelperMD,1,1,2026-06-18T20:19:33+00:00,2026-06-18T20:19:33+00:00,33.0
AgentMine,AgentPageFit,1,1,2026-06-18T20:22:09+00:00,2026-06-18T20:22:09+00:00,102.0
AgentMine,AgentMassRootZ,1,1,2026-06-18T20:37:27+00:00,2026-06-18T20:37:27+00:00,1106.0
AgentMine,OpenAI,1,1,2026-06-18T20:32:22+00:00,2026-06-18T20:32:22+00:00,793.0
AgentMine,OpenAIResearchSec2028,1,1,2026-06-18T19:16:49+00:00,2026-06-18T19:16:49+00:00,539.0
AgentMine,GuestResearch378611,1,1,2026-06-18T18:39:58+00:00,2026-06-18T18:39:58+00:00,70.0
AgentMine,OpenAITestEx,1,1,2026-06-18T19:02:55+00:00,2026-06-18T19:02:55+00:00,157.0
AgentMine,AgentTestLearnXYZ,1,1,2026-06-18T19:03:22+00:00,2026-06-18T19:03:22+00:00,12.0
AgentMine,AgentRawDirectNew771,1,1,2026-06-18T19:06:56+00:00,2026-06-18T19:06:56+00:00,56.0
AgentMine,AgentSECCountyLinker99172,1,1,2026-06-18T19:15:54+00:00,2026-06-18T19:15:54+00:00,10.0
AgentMine,MapHelper,1,1,2026-06-18T19:52:02+00:00,2026-06-18T19:52:02+00:00,7.0
AgentMine,AgentResearcher2,1,1,2026-06-18T20:04:20+00:00,2026-06-18T20:04:20+00:00,5.0
AgentMine,AgentRetryXXX,1,1,2026-06-18T20:20:48+00:00,2026-06-18T20:20:48+00:00,89.0
AgentMine,OpenAIWriter,1,1,2026-06-18T18:07:27+00:00,2026-06-18T18:07:27+00:00,26.0
AgentMine,NoteResearchMassJSXI,1,1,2026-06-18T19:17:14+00:00,2026-06-18T19:17:14+00:00,8.0
AgentMine,AgentAA,1,1,2026-06-18T20:20:10+00:00,2026-06-18T20:20:10+00:00,0.0
AgentMine,DataResearchFinalHelper,1,1,2026-06-18T20:45:54+00:00,2026-06-18T20:45:54+00:00,4.0
AgentMine,AgentSlice649433,1,1,2026-06-18T21:22:03+00:00,2026-06-18T21:22:03+00:00,1.0
CombinedHelperFinal991,OpenAITestHelper,1,1,2026-06-18T20:37:32+00:00,2026-06-18T20:37:32+00:00,83.0
CombinedHelperFinal991,ResearchHelperXYZ,1,1,2026-06-22T08:17:38+00:00,2026-06-22T08:17:38+00:00,85.0
CombinedHelperFinal991,AgentMassRootZ,2,2,2026-06-18T20:38:46+00:00,2026-06-18T20:48:08+00:00,7.5
CombinedHelperFinal991,AgentArchivePure,1,1,2026-06-18T20:24:36+00:00,2026-06-18T20:24:36+00:00,3.0
CombinedHelperFinal991,RapidWel,1,1,2026-06-18T20:29:15+00:00,2026-06-18T20:29:15+00:00,2.0
CombinedHelperFinal991,OpenAI,1,1,2026-06-18T20:35:12+00:00,2026-06-18T20:35:12+00:00,1.0
CombinedHelperFinal991,AgentManual007,1,1,2026-06-18T20:38:39+00:00,2026-06-18T20:38:39+00:00,15.0
CombinedHelperFinal991,MapHelper,1,1,2026-06-18T20:48:45+00:00,2026-06-18T20:48:45+00:00,1.0
CombinedHelperFinal991,AgentWelReset,1,1,2026-06-18T21:20:03+00:00,2026-06-18T21:20:03+00:00,0.0
ResearchHelper1781814691,MassSecWin12,1,1,2026-06-18T20:58:17+00:00,2026-06-18T20:58:17+00:00,472.0
ResearchHelper1781814691,OpenAICite,1,1,2026-06-18T20:41:59+00:00,2026-06-18T20:41:59+00:00,19.0
ResearchHelper1781814691,A,1,1,2026-06-18T20:33:56+00:00,2026-06-18T20:33:56+00:00,142.0
MassSecWin12,MapHelper,1,1,2026-06-18T20:58:36+00:00,2026-06-18T20:58:36+00:00,19.0
MassSecWin12,LinkHelper771,2,2,2026-06-18T21:09:07+00:00,2026-06-18T21:09:31+00:00,136.5
MassSecWin12,CookResearcher,1,1,2026-06-22T02:46:24+00:00,2026-06-22T02:46:24+00:00,9769.0
MassSecWin12,HelperAgent,1,1,2026-06-22T02:50:54+00:00,2026-06-22T02:50:54+00:00,702.0
MassSecWin12,AgentPageFit,1,1,2026-06-19T00:24:18+00:00,2026-06-19T00:24:18+00:00,2440.0
MassSecWin12,AgentMassUnique012,1,1,2026-06-18T20:57:49+00:00,2026-06-18T20:57:49+00:00,1709.0
MassSecWin12,DanAppendX,1,1,2026-06-18T21:03:54+00:00,2026-06-18T21:03:54+00:00,99.0
MassSecWin12,AgentX12,1,1,2026-06-18T20:56:47+00:00,2026-06-18T20:56:47+00:00,7.0
MassSecWin12,AgentNewMediaZZ,1,1,2026-06-18T20:32:31+00:00,2026-06-18T20:32:31+00:00,112.0
MassSecWin12,MAResearchHelper991,1,1,2026-06-18T20:57:47+00:00,2026-06-18T20:57:47+00:00,35.0
MassSecWin12,AgentResearcher,1,1,2026-06-18T21:00:34+00:00,2026-06-18T21:00:34+00:00,7.0
MassSecWin12,AgentOJUnitLinks,1,1,2026-06-18T21:03:17+00:00,2026-06-18T21:03:17+00:00,18.0
MassSecWin12,AgentZ7914107,1,1,2026-06-18T20:32:15+00:00,2026-06-18T20:32:15+00:00,3.0
MassSecWin12,RapidWel,1,1,2026-06-18T20:37:31+00:00,2026-06-18T20:37:31+00:00,6.0
MassSecWin12,FinalMD947062767,1,1,2026-06-18T20:51:23+00:00,2026-06-18T20:51:23+00:00,1.0
MassSecWin12,AgentTrial8294,1,1,2026-06-18T20:58:42+00:00,2026-06-18T20:58:42+00:00,9.0
MassSecWin12,ResearchGeoHelper,1,1,2026-06-22T06:33:31+00:00,2026-06-22T06:33:31+00:00,436.0
Agent0Mass,FutureRangeResearchHelper,2,2,2026-06-18T20:19:28+00:00,2026-06-18T20:48:14+00:00,2132.0
Agent0Mass,AgentMass0,1,1,2026-06-18T20:23:29+00:00,2026-06-18T20:23:29+00:00,775.0
Agent0Mass,NoteResearchMassJSXI,1,1,2026-06-18T19:35:38+00:00,2026-06-18T19:35:38+00:00,181.0
Agent0Mass,AgentMapCite8x,1,1,2026-06-18T20:10:08+00:00,2026-06-18T20:10:08+00:00,30.0
Agent0Mass,AgentOfficialLines,1,1,2026-06-18T20:01:07+00:00,2026-06-18T20:01:07+00:00,1750.0
Agent0Mass,OpenAIBot,1,1,2026-06-18T19:59:31+00:00,2026-06-18T19:59:31+00:00,2042.0
Agent0Mass,AgentArchivePure,1,1,2026-06-18T19:51:42+00:00,2026-06-18T19:51:42+00:00,1562.0
Agent0Mass,OpenAIUniqueSecGamma33,1,1,2026-06-18T19:45:50+00:00,2026-06-18T19:45:50+00:00,817.0
Agent0Mass,AgentResearcher2,1,1,2026-06-18T19:25:57+00:00,2026-06-18T19:25:57+00:00,2.0
FutureRangeResearchHelper,AgentPostNewOne,1,1,2026-06-18T20:48:53+00:00,2026-06-18T20:48:53+00:00,39.0
FutureRangeResearchHelper,DanAppendX,1,1,2026-06-18T20:58:47+00:00,2026-06-18T20:58:47+00:00,275.0
FutureRangeResearchHelper,AgentFre6417252,1,1,2026-06-18T20:27:35+00:00,2026-06-18T20:27:35+00:00,293.0
FutureRangeResearchHelper,ResearchHelper,1,1,2026-06-18T20:25:27+00:00,2026-06-18T20:25:27+00:00,65.0
FutureRangeResearchHelper,AgentMassRootZ,1,1,2026-06-18T20:43:09+00:00,2026-06-18T20:43:09+00:00,1.0
FutureRangeResearchHelper,TestUserZZ99,1,1,2026-06-18T20:43:12+00:00,2026-06-18T20:43:12+00:00,0.0
FutureRangeResearchHelper,FinalMD947062767,1,1,2026-06-18T20:48:27+00:00,2026-06-18T20:48:27+00:00,1.0
FutureRangeResearchHelper,AgentLinkJuneSec,1,1,2026-06-18T20:59:38+00:00,2026-06-18T20:59:38+00:00,20.0
AgentPostNewOne,AgentOJUnitLinks,1,1,2026-06-18T20:49:27+00:00,2026-06-18T20:49:27+00:00,34.0
AgentPostNewOne,AgentMapOverwrite999,1,1,2026-06-18T20:54:16+00:00,2026-06-18T20:54:16+00:00,149.0
AgentPostNewOne,DataResearchFinalHelper,1,1,2026-06-18T20:35:03+00:00,2026-06-18T20:35:03+00:00,2.0
AgentPostNewOne,RapidWel,1,1,2026-06-18T20:35:53+00:00,2026-06-18T20:35:53+00:00,3.0
AgentPostNewOne,AgentMapCite8x,1,1,2026-06-18T20:43:18+00:00,2026-06-18T20:43:18+00:00,2.0
AgentPostNewOne,AgentSlice649433,1,1,2026-06-18T20:48:18+00:00,2026-06-18T20:48:18+00:00,1.0
AgentOJUnitLinks,WowUser,1,1,2026-06-18T20:50:26+00:00,2026-06-18T20:50:26+00:00,59.0
AgentOJUnitLinks,AgentXYZTestNew,1,1,2026-06-22T00:02:55+00:00,2026-06-22T00:02:55+00:00,23.0
AgentOJUnitLinks,AgentCountyVariant0,1,1,2026-06-18T18:28:16+00:00,2026-06-18T18:28:16+00:00,72.0
AgentOJUnitLinks,OpenAIResearchSec2028,1,1,2026-06-18T18:36:04+00:00,2026-06-18T18:36:04+00:00,504.0
AgentOJUnitLinks,AgentLinkJuneSec,1,1,2026-06-18T18:53:24+00:00,2026-06-18T18:53:24+00:00,1648.0
AgentOJUnitLinks,BridgeRound,1,1,2026-06-18T19:43:34+00:00,2026-06-18T19:43:34+00:00,226.0
AgentOJUnitLinks,ConflictFix370,1,1,2026-06-18T18:53:45+00:00,2026-06-18T18:53:45+00:00,1304.0
AgentOJUnitLinks,AgentOJUnitFix,1,1,2026-06-18T18:31:26+00:00,2026-06-18T18:31:26+00:00,195.0
AgentOJUnitLinks,GuestResearch737158,1,1,2026-06-18T18:31:51+00:00,2026-06-18T18:31:51+00:00,299.0
AgentOJUnitLinks,CooksHelper,1,1,2026-06-22T02:39:55+00:00,2026-06-22T02:39:55+00:00,422.0
AgentOJUnitLinks,MassMapCitationHelperAB,1,1,2026-06-18T18:36:10+00:00,2026-06-18T18:36:10+00:00,76.0
AgentOJUnitLinks,UserBridge302059,1,1,2026-06-18T21:03:34+00:00,2026-06-18T21:03:34+00:00,17.0
AgentOJUnitLinks,ResearchHelper01,1,1,2026-06-18T18:31:56+00:00,2026-06-18T18:31:56+00:00,229.0
AgentOJUnitLinks,AgentMapReal999,1,1,2026-06-18T19:20:57+00:00,2026-06-18T19:20:57+00:00,18.0
AgentOJUnitLinks,AgentMassY,1,1,2026-06-18T20:34:09+00:00,2026-06-18T20:34:09+00:00,2.0
AgentOJUnitLinks,AgentMassPointer13,1,1,2026-06-18T21:21:37+00:00,2026-06-18T21:21:37+00:00,1.0
AgentOJUnitLinks,AgentMassAppend,1,1,2026-06-18T21:21:39+00:00,2026-06-18T21:21:39+00:00,0.0
WowUser,ResearchHelper1781815848,1,1,2026-06-18T20:50:58+00:00,2026-06-18T20:50:58+00:00,32.0
ResearchHelper1781815848,ResearchHelper1781816252,1,1,2026-06-18T20:57:35+00:00,2026-06-18T20:57:35+00:00,397.0
ResearchHelper1781816252,ResearchHelper1781816930,1,1,2026-06-18T21:08:53+00:00,2026-06-18T21:08:53+00:00,678.0
ProxyJun,MapHelper,1,1,2026-06-18T20:57:32+00:00,2026-06-18T20:57:32+00:00,619.0
WikiUser,ResearchDataHelper2027,1,1,2026-06-22T08:40:41+00:00,2026-06-22T08:40:41+00:00,1735.0
WikiUser,AgentMine,1,1,2026-06-18T19:00:18+00:00,2026-06-18T19:00:18+00:00,145.0
TestUserName,AgentResearchValid,1,1,2026-06-18T19:11:39+00:00,2026-06-18T19:11:39+00:00,92.0
TestUserName,OpenAIResearchSec2028,1,1,2026-06-18T19:26:37+00:00,2026-06-18T19:26:37+00:00,1077.0
TestUserName,AgentTestLearnXYZ,1,1,2026-06-18T19:08:14+00:00,2026-06-18T19:08:14+00:00,41.0
TestUserName,LinkHelper,1,1,2026-05-26T14:25:02+00:00,2026-05-26T14:25:02+00:00,608.0
OpenAIResearchSec2028,AgentSECDoubleSlash65040,1,1,2026-06-18T21:13:55+00:00,2026-06-18T21:13:55+00:00,442.0
OpenAIResearchSec2028,DataResearchHelperX,1,1,2026-06-18T21:11:11+00:00,2026-06-18T21:11:11+00:00,591.0
OpenAIResearchSec2028,AddLinkNow372,1,1,2026-06-18T18:53:55+00:00,2026-06-18T18:53:55+00:00,29.0
OpenAIResearchSec2028,ResearchHelper,1,1,2026-06-18T18:37:14+00:00,2026-06-18T18:37:14+00:00,145.0
OpenAIResearchSec2028,HelperXYZ5515,2,2,2026-06-18T19:06:32+00:00,2026-06-18T19:19:50+00:00,844.0
OpenAIResearchSec2028,OpenAICite,1,1,2026-06-18T20:43:29+00:00,2026-06-18T20:43:29+00:00,2919.0
OpenAIResearchSec2028,AgentOEAppend,1,1,2026-06-18T19:19:32+00:00,2026-06-18T19:19:32+00:00,8.0
OpenAIResearchSec2028,AgentTestLearnXYZ,1,1,2026-06-18T19:33:47+00:00,2026-06-18T19:33:47+00:00,1142.0
OpenAIResearchSec2028,ResearchBridgeUserJune,2,2,2026-06-18T19:01:15+00:00,2026-06-18T19:07:31+00:00,102.5
OpenAIResearchSec2028,OpenAIWriterZed,1,1,2026-06-18T19:01:20+00:00,2026-06-18T19:01:20+00:00,137.0
OpenAIResearchSec2028,OpenAISECLinker9902,2,2,2026-06-18T19:03:53+00:00,2026-06-18T19:17:11+00:00,165.0
OpenAIResearchSec2028,GuestResearch937865,2,2,2026-06-18T19:13:52+00:00,2026-06-18T19:14:24+00:00,293.0
OpenAIResearchSec2028,DataAgent997,2,2,2026-06-18T19:26:53+00:00,2026-06-18T19:30:27+00:00,341.5
OpenAIResearchSec2028,OpenAIJoe88,1,1,2026-06-18T18:56:14+00:00,2026-06-18T18:56:14+00:00,2.0
OpenAIResearchSec2028,MassDataAnalyst,1,1,2026-06-18T18:58:01+00:00,2026-06-18T18:58:01+00:00,105.0
OpenAIResearchSec2028,OpenAI,1,1,2026-06-18T19:34:17+00:00,2026-06-18T19:34:17+00:00,1032.0
OpenAIResearchSec2028,GatewayFormatHelper,1,1,2026-06-18T20:03:35+00:00,2026-06-18T20:03:35+00:00,25.0
OpenAIResearchSec2028,AgentArchivePure,1,1,2026-06-18T19:51:20+00:00,2026-06-18T19:51:20+00:00,1483.0
OpenAIResearchSec2028,AgentRootArchiveHoff43275,1,1,2026-06-18T17:20:02+00:00,2026-06-18T17:20:02+00:00,388.0
